pH,logD
0.0,7.11
0.1,7.11
0.2,7.11
0.3,7.12
0.4,7.12
0.5,7.12
0.6,7.12
0.7,7.12
0.8,7.12
0.9,7.12
1.0,7.12
1.1,7.12
1.2,7.12
1.3,7.12
1.4,7.12
1.5,7.12
1.6,7.13
1.7,7.13
1.8,7.13
1.9,7.13
2.0,7.13
2.1,7.13
2.2,7.13
2.3,7.13
2.4,7.13
2.5,7.13
2.6,7.13
2.7,7.13
2.8,7.13
2.9,7.13
3.0,7.13
3.1,7.13
3.2,7.13
3.3,7.13
3.4,7.13
3.5,7.13
3.6,7.13
3.7,7.13
3.8,7.13
3.9,7.13
4.0,7.13
4.1,7.13
4.2,7.13
4.3,7.13
4.4,7.13
4.5,7.13
4.6,7.13
4.7,7.13
4.8,7.13
4.9,7.13
5.0,7.13
5.1,7.13
5.2,7.13
5.3,7.13
5.4,7.13
5.5,7.13
5.6,7.13
5.7,7.13
5.8,7.13
5.9,7.13
6.0,7.13
6.1,7.13
6.2,7.13
6.3,7.13
6.4,7.13
6.5,7.13
6.6,7.13
6.7,7.13
6.8,7.13
6.9,7.13
7.0,7.13
7.1,7.13
7.2,7.13
7.3,7.13
7.4,7.13
7.5,7.13
7.6,7.13
7.7,7.13
7.8,7.13
7.9,7.13
8.0,7.13
8.1,7.13
8.2,7.13
8.3,7.13
8.4,7.13
8.5,7.13
8.6,7.13
8.7,7.13
8.8,7.13
8.9,7.13
9.0,7.13
9.1,7.13
9.2,7.13
9.3,7.13
9.4,7.13
9.5,7.13
9.6,7.13
9.7,7.13
9.8,7.13
9.9,7.13
10.0,7.13
10.1,7.13
10.2,7.13
10.3,7.13
10.4,7.13
10.5,7.13
10.6,7.13
10.7,7.13
10.8,7.13
10.9,7.13
11.0,7.13
11.1,7.13
11.2,7.13
11.3,7.13
11.4,7.13
11.5,7.13
11.6,7.13
11.7,7.13
11.8,7.13
11.9,7.13
12.0,7.13
12.1,7.13
12.2,7.13
12.3,7.13
12.4,7.13
12.5,7.13
12.6,7.13
12.7,7.13
12.8,7.13
12.9,7.13
13.0,7.13
13.1,7.13
13.2,7.13
13.3,7.13
13.4,7.13
13.5,7.13
13.6,7.13
13.7,7.13
13.8,7.13
13.9,7.13
14.0,7.13
