pH,logD
0.0,2.56
0.1,2.56
0.2,2.56
0.3,2.56
0.4,2.56
0.5,2.56
0.6,2.56
0.7,2.56
0.8,2.56
0.9,2.56
1.0,2.56
1.1,2.56
1.2,2.57
1.3,2.57
1.4,2.57
1.5,2.57
1.6,2.57
1.7,2.57
1.8,2.57
1.9,2.57
2.0,2.57
2.1,2.57
2.2,2.57
2.3,2.57
2.4,2.57
2.5,2.57
2.6,2.57
2.7,2.57
2.8,2.57
2.9,2.57
3.0,2.57
3.1,2.57
3.2,2.57
3.3,2.57
3.4,2.57
3.5,2.57
3.6,2.57
3.7,2.57
3.8,2.57
3.9,2.57
4.0,2.57
4.1,2.57
4.2,2.57
4.3,2.57
4.4,2.57
4.5,2.57
4.6,2.57
4.7,2.57
4.8,2.57
4.9,2.57
5.0,2.57
5.1,2.57
5.2,2.57
5.3,2.57
5.4,2.57
5.5,2.57
5.6,2.57
5.7,2.57
5.8,2.57
5.9,2.57
6.0,2.57
6.1,2.57
6.2,2.57
6.3,2.57
6.4,2.57
6.5,2.57
6.6,2.57
6.7,2.57
6.8,2.57
6.9,2.57
7.0,2.57
7.1,2.57
7.2,2.57
7.3,2.57
7.4,2.57
7.5,2.57
7.6,2.57
7.7,2.57
7.8,2.57
7.9,2.57
8.0,2.57
8.1,2.57
8.2,2.57
8.3,2.57
8.4,2.57
8.5,2.56
8.6,2.56
8.7,2.56
8.8,2.56
8.9,2.56
9.0,2.56
9.1,2.56
9.2,2.56
9.3,2.56
9.4,2.56
9.5,2.56
9.6,2.56
9.7,2.56
9.8,2.56
9.9,2.56
10.0,2.56
10.1,2.56
10.2,2.56
10.3,2.56
10.4,2.56
10.5,2.56
10.6,2.56
10.7,2.56
10.8,2.56
10.9,2.56
11.0,2.56
11.1,2.56
11.2,2.55
11.3,2.55
11.4,2.55
11.5,2.55
11.6,2.54
11.7,2.53
11.8,2.53
11.9,2.52
12.0,2.50
12.1,2.49
12.2,2.47
12.3,2.45
12.4,2.43
12.5,2.40
12.6,2.37
12.7,2.33
12.8,2.28
12.9,2.23
13.0,2.18
13.1,2.12
13.2,2.06
13.3,1.99
13.4,1.92
13.5,1.85
13.6,1.77
13.7,1.70
13.8,1.62
13.9,1.54
14.0,1.46
