pH,logD
0.0,2.09
0.1,2.13
0.2,2.18
0.3,2.23
0.4,2.29
0.5,2.35
0.6,2.42
0.7,2.49
0.8,2.56
0.9,2.63
1.0,2.69
1.1,2.76
1.2,2.83
1.3,2.89
1.4,2.95
1.5,3.00
1.6,3.05
1.7,3.10
1.8,3.14
1.9,3.17
2.0,3.21
2.1,3.24
2.2,3.26
2.3,3.29
2.4,3.31
2.5,3.33
2.6,3.36
2.7,3.38
2.8,3.41
2.9,3.44
3.0,3.47
3.1,3.51
3.2,3.55
3.3,3.59
3.4,3.64
3.5,3.69
3.6,3.74
3.7,3.80
3.8,3.86
3.9,3.92
4.0,3.98
4.1,4.04
4.2,4.10
4.3,4.16
4.4,4.22
4.5,4.27
4.6,4.33
4.7,4.39
4.8,4.45
4.9,4.51
5.0,4.57
5.1,4.63
5.2,4.69
5.3,4.75
5.4,4.81
5.5,4.87
5.6,4.93
5.7,4.99
5.8,5.04
5.9,5.08
6.0,5.12
6.1,5.16
6.2,5.20
6.3,5.22
6.4,5.25
6.5,5.27
6.6,5.29
6.7,5.30
6.8,5.31
6.9,5.32
7.0,5.33
7.1,5.34
7.2,5.34
7.3,5.35
7.4,5.35
7.5,5.35
7.6,5.35
7.7,5.35
7.8,5.36
7.9,5.36
8.0,5.36
8.1,5.36
8.2,5.36
8.3,5.36
8.4,5.36
8.5,5.36
8.6,5.36
8.7,5.36
8.8,5.36
8.9,5.36
9.0,5.36
9.1,5.36
9.2,5.36
9.3,5.36
9.4,5.36
9.5,5.36
9.6,5.36
9.7,5.36
9.8,5.36
9.9,5.36
10.0,5.36
10.1,5.36
10.2,5.36
10.3,5.36
10.4,5.36
10.5,5.36
10.6,5.35
10.7,5.35
10.8,5.35
10.9,5.35
11.0,5.34
11.1,5.34
11.2,5.33
11.3,5.33
11.4,5.32
11.5,5.31
11.6,5.30
11.7,5.28
11.8,5.26
11.9,5.24
12.0,5.22
12.1,5.18
12.2,5.15
12.3,5.11
12.4,5.06
12.5,5.01
12.6,4.95
12.7,4.89
12.8,4.83
12.9,4.76
13.0,4.69
13.1,4.62
13.2,4.55
13.3,4.47
13.4,4.40
13.5,4.33
13.6,4.26
13.7,4.20
13.8,4.14
13.9,4.08
14.0,4.03
