pH,logD
0.0,5.97
0.1,5.97
0.2,5.97
0.3,5.97
0.4,5.97
0.5,5.97
0.6,5.97
0.7,5.97
0.8,5.97
0.9,5.97
1.0,5.97
1.1,5.97
1.2,5.97
1.3,5.97
1.4,5.97
1.5,5.97
1.6,5.97
1.7,5.97
1.8,5.97
1.9,5.97
2.0,5.97
2.1,5.97
2.2,5.97
2.3,5.97
2.4,5.97
2.5,5.97
2.6,5.97
2.7,5.97
2.8,5.97
2.9,5.97
3.0,5.97
3.1,5.96
3.2,5.96
3.3,5.96
3.4,5.96
3.5,5.95
3.6,5.95
3.7,5.94
3.8,5.94
3.9,5.93
4.0,5.92
4.1,5.91
4.2,5.89
4.3,5.87
4.4,5.85
4.5,5.82
4.6,5.79
4.7,5.76
4.8,5.71
4.9,5.67
5.0,5.61
5.1,5.56
5.2,5.49
5.3,5.42
5.4,5.35
5.5,5.28
5.6,5.20
5.7,5.12
5.8,5.03
5.9,4.95
6.0,4.87
6.1,4.78
6.2,4.70
6.3,4.62
6.4,4.54
6.5,4.47
6.6,4.39
6.7,4.33
6.8,4.26
6.9,4.21
7.0,4.15
7.1,4.10
7.2,4.06
7.3,4.02
7.4,3.98
7.5,3.95
7.6,3.92
7.7,3.89
7.8,3.86
7.9,3.83
8.0,3.80
8.1,3.77
8.2,3.74
8.3,3.70
8.4,3.65
8.5,3.61
8.6,3.55
8.7,3.50
8.8,3.43
8.9,3.37
9.0,3.30
9.1,3.22
9.2,3.14
9.3,3.06
9.4,2.98
9.5,2.90
9.6,2.81
9.7,2.73
9.8,2.65
9.9,2.56
10.0,2.49
10.1,2.41
10.2,2.34
10.3,2.27
10.4,2.20
10.5,2.15
10.6,2.09
10.7,2.04
10.8,2.00
10.9,1.96
11.0,1.93
11.1,1.91
11.2,1.88
11.3,1.86
11.4,1.85
11.5,1.83
11.6,1.82
11.7,1.81
11.8,1.81
11.9,1.80
12.0,1.80
12.1,1.79
12.2,1.79
12.3,1.79
12.4,1.79
12.5,1.79
12.6,1.78
12.7,1.78
12.8,1.78
12.9,1.78
13.0,1.78
13.1,1.78
13.2,1.78
13.3,1.78
13.4,1.78
13.5,1.78
13.6,1.78
13.7,1.78
13.8,1.78
13.9,1.78
14.0,1.78
