pH,logD
0.0,-0.90
0.1,-0.80
0.2,-0.71
0.3,-0.61
0.4,-0.51
0.5,-0.42
0.6,-0.32
0.7,-0.23
0.8,-0.13
0.9,-0.04
1.0,0.05
1.1,0.14
1.2,0.23
1.3,0.32
1.4,0.40
1.5,0.48
1.6,0.55
1.7,0.62
1.8,0.69
1.9,0.75
2.0,0.80
2.1,0.85
2.2,0.89
2.3,0.93
2.4,0.96
2.5,0.99
2.6,1.01
2.7,1.03
2.8,1.05
2.9,1.06
3.0,1.07
3.1,1.08
3.2,1.09
3.3,1.09
3.4,1.10
3.5,1.10
3.6,1.10
3.7,1.11
3.8,1.11
3.9,1.11
4.0,1.11
4.1,1.12
4.2,1.12
4.3,1.12
4.4,1.13
4.5,1.13
4.6,1.14
4.7,1.15
4.8,1.15
4.9,1.17
5.0,1.18
5.1,1.19
5.2,1.21
5.3,1.24
5.4,1.26
5.5,1.29
5.6,1.33
5.7,1.37
5.8,1.42
5.9,1.48
6.0,1.54
6.1,1.60
6.2,1.67
6.3,1.74
6.4,1.82
6.5,1.91
6.6,1.99
6.7,2.08
6.8,2.17
6.9,2.26
7.0,2.35
7.1,2.45
7.2,2.54
7.3,2.64
7.4,2.73
7.5,2.83
7.6,2.92
7.7,3.02
7.8,3.11
7.9,3.20
8.0,3.29
8.1,3.38
8.2,3.47
8.3,3.56
8.4,3.64
8.5,3.72
8.6,3.79
8.7,3.86
8.8,3.93
8.9,3.99
9.0,4.04
9.1,4.09
9.2,4.13
9.3,4.17
9.4,4.20
9.5,4.23
9.6,4.25
9.7,4.27
9.8,4.29
9.9,4.30
10.0,4.31
10.1,4.32
10.2,4.33
10.3,4.33
10.4,4.34
10.5,4.34
10.6,4.34
10.7,4.34
10.8,4.35
10.9,4.35
11.0,4.35
11.1,4.35
11.2,4.35
11.3,4.35
11.4,4.35
11.5,4.35
11.6,4.35
11.7,4.35
11.8,4.35
11.9,4.35
12.0,4.35
12.1,4.35
12.2,4.35
12.3,4.35
12.4,4.35
12.5,4.35
12.6,4.34
12.7,4.34
12.8,4.34
12.9,4.34
13.0,4.33
13.1,4.32
13.2,4.32
13.3,4.31
13.4,4.30
13.5,4.28
13.6,4.27
13.7,4.25
13.8,4.22
13.9,4.20
14.0,4.16
