pH,logD
0.0,-1.32
0.1,-1.17
0.2,-1.03
0.3,-0.89
0.4,-0.75
0.5,-0.62
0.6,-0.50
0.7,-0.37
0.8,-0.25
0.9,-0.14
1.0,-0.03
1.1,0.08
1.2,0.19
1.3,0.30
1.4,0.41
1.5,0.51
1.6,0.62
1.7,0.72
1.8,0.82
1.9,0.92
2.0,1.02
2.1,1.12
2.2,1.22
2.3,1.32
2.4,1.42
2.5,1.51
2.6,1.61
2.7,1.70
2.8,1.79
2.9,1.87
3.0,1.96
3.1,2.04
3.2,2.11
3.3,2.18
3.4,2.25
3.5,2.31
3.6,2.36
3.7,2.41
3.8,2.45
3.9,2.49
4.0,2.52
4.1,2.55
4.2,2.57
4.3,2.59
4.4,2.60
4.5,2.62
4.6,2.63
4.7,2.64
4.8,2.64
4.9,2.65
5.0,2.65
5.1,2.66
5.2,2.66
5.3,2.66
5.4,2.66
5.5,2.67
5.6,2.67
5.7,2.67
5.8,2.67
5.9,2.67
6.0,2.67
6.1,2.67
6.2,2.67
6.3,2.67
6.4,2.67
6.5,2.67
6.6,2.67
6.7,2.67
6.8,2.67
6.9,2.67
7.0,2.67
7.1,2.67
7.2,2.67
7.3,2.67
7.4,2.67
7.5,2.67
7.6,2.67
7.7,2.67
7.8,2.67
7.9,2.67
8.0,2.67
8.1,2.67
8.2,2.67
8.3,2.67
8.4,2.67
8.5,2.67
8.6,2.67
8.7,2.67
8.8,2.67
8.9,2.67
9.0,2.67
9.1,2.67
9.2,2.67
9.3,2.67
9.4,2.67
9.5,2.67
9.6,2.67
9.7,2.67
9.8,2.67
9.9,2.67
10.0,2.67
10.1,2.67
10.2,2.67
10.3,2.67
10.4,2.67
10.5,2.67
10.6,2.67
10.7,2.67
10.8,2.67
10.9,2.67
11.0,2.67
11.1,2.67
11.2,2.67
11.3,2.67
11.4,2.67
11.5,2.67
11.6,2.67
11.7,2.67
11.8,2.67
11.9,2.67
12.0,2.67
12.1,2.67
12.2,2.67
12.3,2.67
12.4,2.67
12.5,2.67
12.6,2.67
12.7,2.67
12.8,2.67
12.9,2.67
13.0,2.67
13.1,2.67
13.2,2.67
13.3,2.67
13.4,2.67
13.5,2.67
13.6,2.67
13.7,2.67
13.8,2.67
13.9,2.67
14.0,2.66
