pH,logD
0.0,3.78
0.1,3.78
0.2,3.78
0.3,3.78
0.4,3.78
0.5,3.78
0.6,3.78
0.7,3.78
0.8,3.78
0.9,3.78
1.0,3.78
1.1,3.78
1.2,3.78
1.3,3.78
1.4,3.78
1.5,3.78
1.6,3.78
1.7,3.78
1.8,3.78
1.9,3.78
2.0,3.78
2.1,3.78
2.2,3.78
2.3,3.78
2.4,3.78
2.5,3.78
2.6,3.78
2.7,3.78
2.8,3.78
2.9,3.78
3.0,3.78
3.1,3.78
3.2,3.78
3.3,3.78
3.4,3.78
3.5,3.78
3.6,3.78
3.7,3.78
3.8,3.78
3.9,3.78
4.0,3.78
4.1,3.78
4.2,3.78
4.3,3.78
4.4,3.78
4.5,3.78
4.6,3.78
4.7,3.78
4.8,3.78
4.9,3.78
5.0,3.78
5.1,3.78
5.2,3.78
5.3,3.78
5.4,3.78
5.5,3.78
5.6,3.78
5.7,3.78
5.8,3.78
5.9,3.78
6.0,3.78
6.1,3.78
6.2,3.78
6.3,3.78
6.4,3.78
6.5,3.78
6.6,3.78
6.7,3.78
6.8,3.78
6.9,3.78
7.0,3.78
7.1,3.78
7.2,3.78
7.3,3.78
7.4,3.78
7.5,3.78
7.6,3.78
7.7,3.78
7.8,3.78
7.9,3.78
8.0,3.78
8.1,3.78
8.2,3.78
8.3,3.78
8.4,3.78
8.5,3.78
8.6,3.78
8.7,3.78
8.8,3.78
8.9,3.78
9.0,3.77
9.1,3.77
9.2,3.77
9.3,3.77
9.4,3.77
9.5,3.76
9.6,3.76
9.7,3.75
9.8,3.75
9.9,3.74
10.0,3.73
10.1,3.72
10.2,3.70
10.3,3.68
10.4,3.66
10.5,3.63
10.6,3.60
10.7,3.57
10.8,3.53
10.9,3.48
11.0,3.42
11.1,3.36
11.2,3.30
11.3,3.22
11.4,3.15
11.5,3.06
11.6,2.98
11.7,2.89
11.8,2.79
11.9,2.70
12.0,2.60
12.1,2.51
12.2,2.41
12.3,2.31
12.4,2.22
12.5,2.12
12.6,2.03
12.7,1.93
12.8,1.84
12.9,1.75
13.0,1.66
13.1,1.57
13.2,1.48
13.3,1.39
13.4,1.31
13.5,1.24
13.6,1.16
13.7,1.09
13.8,1.03
13.9,0.97
14.0,0.91
