pH,logD
0.0,-0.59
0.1,-0.59
0.2,-0.59
0.3,-0.58
0.4,-0.58
0.5,-0.58
0.6,-0.58
0.7,-0.58
0.8,-0.58
0.9,-0.58
1.0,-0.58
1.1,-0.58
1.2,-0.58
1.3,-0.57
1.4,-0.57
1.5,-0.57
1.6,-0.57
1.7,-0.57
1.8,-0.57
1.9,-0.57
2.0,-0.57
2.1,-0.57
2.2,-0.57
2.3,-0.57
2.4,-0.57
2.5,-0.57
2.6,-0.57
2.7,-0.57
2.8,-0.57
2.9,-0.57
3.0,-0.57
3.1,-0.57
3.2,-0.57
3.3,-0.57
3.4,-0.57
3.5,-0.57
3.6,-0.57
3.7,-0.57
3.8,-0.57
3.9,-0.56
4.0,-0.56
4.1,-0.56
4.2,-0.55
4.3,-0.55
4.4,-0.54
4.5,-0.54
4.6,-0.53
4.7,-0.52
4.8,-0.50
4.9,-0.49
5.0,-0.46
5.1,-0.44
5.2,-0.41
5.3,-0.38
5.4,-0.34
5.5,-0.29
5.6,-0.24
5.7,-0.19
5.8,-0.13
5.9,-0.06
6.0,0.01
6.1,0.09
6.2,0.17
6.3,0.25
6.4,0.34
6.5,0.43
6.6,0.52
6.7,0.61
6.8,0.70
6.9,0.80
7.0,0.89
7.1,0.99
7.2,1.09
7.3,1.18
7.4,1.28
7.5,1.38
7.6,1.47
7.7,1.57
7.8,1.66
7.9,1.75
8.0,1.85
8.1,1.94
8.2,2.03
8.3,2.11
8.4,2.19
8.5,2.27
8.6,2.35
8.7,2.42
8.8,2.49
8.9,2.55
9.0,2.60
9.1,2.65
9.2,2.70
9.3,2.73
9.4,2.77
9.5,2.79
9.6,2.82
9.7,2.83
9.8,2.85
9.9,2.86
10.0,2.87
10.1,2.87
10.2,2.88
10.3,2.88
10.4,2.87
10.5,2.87
10.6,2.86
10.7,2.85
10.8,2.84
10.9,2.82
11.0,2.80
11.1,2.78
11.2,2.75
11.3,2.71
11.4,2.67
11.5,2.63
11.6,2.58
11.7,2.53
11.8,2.47
11.9,2.41
12.0,2.35
12.1,2.28
12.2,2.22
12.3,2.16
12.4,2.10
12.5,2.04
12.6,1.98
12.7,1.93
12.8,1.89
12.9,1.84
13.0,1.81
13.1,1.77
13.2,1.74
13.3,1.72
13.4,1.70
13.5,1.68
13.6,1.66
13.7,1.64
13.8,1.63
13.9,1.61
14.0,1.60
