pH,logD
0.0,3.57
0.1,3.58
0.2,3.58
0.3,3.59
0.4,3.60
0.5,3.62
0.6,3.63
0.7,3.65
0.8,3.67
0.9,3.70
1.0,3.73
1.1,3.76
1.2,3.80
1.3,3.84
1.4,3.89
1.5,3.94
1.6,3.99
1.7,4.05
1.8,4.10
1.9,4.16
2.0,4.21
2.1,4.26
2.2,4.31
2.3,4.35
2.4,4.40
2.5,4.43
2.6,4.46
2.7,4.49
2.8,4.51
2.9,4.53
3.0,4.55
3.1,4.56
3.2,4.58
3.3,4.58
3.4,4.59
3.5,4.60
3.6,4.60
3.7,4.61
3.8,4.61
3.9,4.61
4.0,4.61
4.1,4.62
4.2,4.62
4.3,4.62
4.4,4.62
4.5,4.62
4.6,4.62
4.7,4.62
4.8,4.62
4.9,4.62
5.0,4.62
5.1,4.62
5.2,4.62
5.3,4.62
5.4,4.62
5.5,4.62
5.6,4.62
5.7,4.62
5.8,4.62
5.9,4.62
6.0,4.62
6.1,4.62
6.2,4.62
6.3,4.62
6.4,4.62
6.5,4.62
6.6,4.62
6.7,4.62
6.8,4.62
6.9,4.62
7.0,4.62
7.1,4.62
7.2,4.61
7.3,4.61
7.4,4.61
7.5,4.61
7.6,4.60
7.7,4.60
7.8,4.59
7.9,4.58
8.0,4.57
8.1,4.56
8.2,4.55
8.3,4.53
8.4,4.51
8.5,4.49
8.6,4.46
8.7,4.43
8.8,4.40
8.9,4.36
9.0,4.31
9.1,4.27
9.2,4.22
9.3,4.17
9.4,4.12
9.5,4.07
9.6,4.03
9.7,3.98
9.8,3.94
9.9,3.90
10.0,3.87
10.1,3.83
10.2,3.81
10.3,3.78
10.4,3.76
10.5,3.75
10.6,3.73
10.7,3.72
10.8,3.71
10.9,3.70
11.0,3.69
11.1,3.68
11.2,3.67
11.3,3.66
11.4,3.65
11.5,3.64
11.6,3.62
11.7,3.61
11.8,3.59
11.9,3.57
12.0,3.54
12.1,3.51
12.2,3.47
12.3,3.43
12.4,3.39
12.5,3.34
12.6,3.29
12.7,3.23
12.8,3.17
12.9,3.10
13.0,3.03
13.1,2.97
13.2,2.90
13.3,2.83
13.4,2.77
13.5,2.71
13.6,2.65
13.7,2.59
13.8,2.54
13.9,2.50
14.0,2.46
